site_id,Elevation,FType,FCode,x,y,area_m2,lon,lat
nhdhr_133132327,NA,390,39004,320,46,50665.3230808526,-84.97355429132962,30.862637155947823
nhdhr_140749048,NA,390,39004,291,71,12139300.6893215,-88.52935561823993,33.88648724913303
nhdhr_85826380,77,390,39009,318,46,1111892.73422659,-85.16777967219053,30.773175686574664
nhdhr_41221779,NA,390,39004,300,43,83541.2791709465,-87.3830371218248,30.46168559856498
nhdhr_41218869,NA,390,39004,301,44,40051.061672058,-87.32962400382971,30.587017667063886
nhdhr_38952121,NA,390,39004,301,44,64022.1102293022,-87.26919139723941,30.611541429076265
nhdhr_131265489,NA,390,39004,302,66,437987.64031899,-87.14154643861455,33.28779831802339
nhdhr_40984985,NA,390,39004,307,46,80890.1893220395,-86.53780807040972,30.77469386308194
nhdhr_41018833,NA,436,43600,309,47,68882.2329453994,-86.31865411581121,30.89762472558862
nhdhr_63025987,140,390,39009,312,46,164869.359459989,-85.97217325990385,30.862635212520605
nhdhr_63003815,NA,390,39004,313,45,62030.0223797322,-85.85404888882242,30.745667422258556
nhdhr_63018079,15.5,390,39009,313,44,54482.7108839806,-85.85091201141184,30.517825100473583
nhdhr_63029317,NA,390,39004,313,43,135265.966410473,-85.7777634497654,30.49347710101116
nhdhr_63033735,NA,390,39004,314,43,2547491.83189202,-85.74379375174459,30.467863151938165
nhdhr_63017795,101,390,39009,313,44,118307.107717253,-85.75368483739948,30.530266358138494
nhdhr_63033717,84,390,39009,314,44,68271.9368840046,-85.68410381963363,30.504709746110112
nhdhr_85802552,153,390,39009,317,44,81840.9831584711,-85.27744685898152,30.588548623254706
nhdhr_133132504,22.900000000000002,390,39009,320,46,101731.846047111,-84.95919938604918,30.806703659568843
nhdhr_130918033,NA,390,39004,293,45,13448051.2415482,-88.33527069982604,30.74877367817359
nhdhr_140747222,NA,390,39004,292,72,6066321.0528435,-88.40553104722736,34.08731073296169
nhdhr_140744257,NA,390,39004,293,76,26107828.7600377,-88.31393813060149,34.57481275914459
nhdhr_128383407,NA,390,39004,295,84,94825060.4178228,-88.04778579345135,35.5977423850696
nhdhr_86413139,NA,390,39004,302,72,80088869.7670304,-87.14965698004,34.041707152057036
nhdhr_123490750,NA,390,39004,289,66,1851042.12280701,-88.7812211638457,33.2590821844254
nhdhr_38950285,NA,390,39004,300,47,109601.958921116,-87.48385578091248,30.91239225683385
nhdhr_41225905,28,390,39009,301,43,72355.7440522602,-87.29814357815418,30.453561755457127
nhdhr_38972487,NA,390,39004,302,44,134742.817849565,-87.18768763683006,30.620115286673908
nhdhr_40511982,169,390,39010,303,47,103232.219938605,-87.10534373366536,30.938421997142008
nhdhr_40981775,NA,390,39004,306,47,259160.464079272,-86.64379544138849,30.896143803626487
nhdhr_40984781,NA,390,39004,307,46,81116.7252802299,-86.54835854376462,30.75661895868473
nhdhr_41018853,NA,436,43600,309,47,62313.0302472701,-86.29663931651062,30.878919624486876
nhdhr_41004063,179,390,39009,310,46,925891.463852929,-86.17497168540876,30.77640677176828
nhdhr_41003667,NA,390,39004,310,46,113927.213714666,-86.16836358826798,30.78378195358021
nhdhr_41004061,NA,390,39004,310,46,176124.823461473,-86.16437257697612,30.774817074194647
nhdhr_40990223,NA,390,39004,310,45,42300.3969884524,-86.15628402556271,30.741157381858933
nhdhr_63005563,NA,390,39004,312,47,63767.3464027271,-85.97652892412292,30.918650465219766
nhdhr_63026399,72,390,39009,312,46,39946.6426430568,-85.88879505671808,30.792264576225158
nhdhr_63018081,22.5,390,39009,313,44,48498.3264908516,-85.85526649905114,30.52552684337173
nhdhr_62971583,NA,390,39004,313,46,51963.8340500295,-85.86390846309482,30.77568123100261
nhdhr_88032053,NA,390,39004,313,66,200499.502145887,-85.81197725493921,33.32161013570332
nhdhr_63033615,74,390,39009,314,44,1933323.11178505,-85.71011598366827,30.555484759871323
nhdhr_63033637,36,390,39009,314,45,590403.517113374,-85.70539544758287,30.64899333426219
nhdhr_63035893,74,390,39009,314,44,1856578.81054865,-85.69455840862751,30.5458916661027
nhdhr_63033877,74,390,39009,314,44,1457272.45700249,-85.68198933861711,30.55589348455732
nhdhr_62979869,NA,390,39004,316,46,93305.5567591237,-85.46970062705276,30.760188169510574
nhdhr_85802606,110,390,39009,317,44,46285.3692771569,-85.28646734957016,30.556279342403485
nhdhr_133132439,NA,390,39004,319,46,60398.1494084075,-85.01751762774533,30.834344809920854
nhdhr_133131984,NA,390,39004,320,47,353326.812469107,-84.98470365564584,30.958445432661374
nhdhr_133132374,NA,390,39001,320,46,54487.6055118078,-84.95249972461491,30.84811180124755
nhdhr_121583560,NA,390,39004,292,68,10232042.0307394,-88.49001398439195,33.537381616809746
nhdhr_147604857,NA,390,39004,295,79,141025561.631928,-88.03873424924447,34.902276942474664
nhdhr_86699990,NA,390,39004,305,73,654007.208869097,-86.83997116234544,34.23176794113434
nhdhr_85810922,NA,390,39004,318,41,12080657.9743489,-85.18281612176088,30.19057740189693
nhdhr_133132719,NA,390,39004,320,46,37790378.7508812,-84.91098836782903,30.76257571206304
nhdhr_47202298,38.7,390,39009,321,46,42591172.4355292,-84.77220394963932,30.776503503863406
nhdhr_40517035,NA,390,39004,303,45,653641.880198034,-87.00806395839885,30.637066632867892
nhdhr_40514765,NA,390,39004,306,45,45842.7431853618,-86.72969131951812,30.736880184635424
nhdhr_41000737,NA,390,39004,306,45,49319.6090446711,-86.69264807411064,30.720192262689892
nhdhr_41010443,NA,390,39004,309,46,61975.362040652,-86.31575130321337,30.77930146644352
nhdhr_35154970,NA,390,39004,310,47,143066.407628119,-86.15999656142576,30.88940944607848
nhdhr_62987349,NA,390,39004,310,45,390044.567315873,-86.14009802638365,30.73987489795455
nhdhr_62985761,NA,390,39004,311,45,71266.6160403332,-86.0940192285184,30.667150051254797
nhdhr_{5A4A0CE3-7653-4E59-9FAC-0F3AEE42289C},51,390,39009,313,45,98558.9144841954,-85.87445777570606,30.716370801759414
nhdhr_63017577,NA,390,39004,313,44,120884.052617076,-85.83354214061454,30.58946740672917
nhdhr_63018137,87.5,390,39009,313,44,684181.026833216,-85.79079017724747,30.557917164481484
nhdhr_63018041,54.5,390,39009,313,44,67679.3662137827,-85.77375703631957,30.507335472350295
nhdhr_62971677,NA,436,43603,313,46,49862.9363224139,-85.7559620391315,30.852035884282053
nhdhr_{AF80012C-A29F-464A-B7C7-C001BDA00845},NA,390,39004,314,44,51778.1758441413,-85.66847286608848,30.54897335043171
nhdhr_63033469,NA,436,43600,314,47,80139.877829873,-85.6524512733953,30.958818250865857
nhdhr_62994287,89,390,39009,315,44,81520.6461027446,-85.59413529615253,30.546275930206036
nhdhr_63037811,67,390,39009,315,45,338577.832432829,-85.59341689876474,30.66305173215688
nhdhr_85829006,99,390,39009,317,47,44526.936019273,-85.35342577843248,30.910415572246638
nhdhr_85810902,260,390,39009,317,45,61734.6205544658,-85.25084752438477,30.62770860780441
nhdhr_133132708,NA,390,39004,319,45,75704.0015194919,-85.01665793439491,30.741721218891712
nhdhr_133132570,NA,390,39004,320,46,91296.3105308767,-84.96321477984058,30.79273880351155
nhdhr_133132466,25.900000000000002,390,39009,320,46,71645.0442840476,-84.97115865246238,30.81955973352953
nhdhr_133132547,22.900000000000002,390,39009,320,46,274926.459252111,-84.94497296777482,30.792803308380805
nhdhr_140747072,85.10000000000001,390,39009,292,73,2904783.12963241,-88.39013432830335,34.180493188064425
nhdhr_140744965,NA,390,39004,293,75,2503935.43536428,-88.34738866955826,34.470769777723426
nhdhr_139293818,193.20000000000002,390,39009,315,80,28075118.300727,-85.53523555928504,35.035770931730646
nhdhr_{3C3EE7D9-141A-42F5-9517-0B6A95ED3A7E},NA,390,39004,318,41,1443671.38361097,-85.19997199373437,30.134022878315267
nhdhr_120024425,NA,390,39004,302,46,41704.5540976375,-87.20410175344901,30.873303223723163
nhdhr_67408483,NA,390,39004,304,50,214906.922074549,-86.94777266937223,31.26859145676322
nhdhr_41010361,NA,436,43600,309,46,99658.8050013818,-86.2605493283917,30.871377865580705
nhdhr_35154878,NA,390,39004,310,47,73934.4905591756,-86.20589232984284,30.92299121701834
nhdhr_63030267,NA,390,39004,312,44,71167.0786008611,-85.93970331090037,30.617738991804735
nhdhr_63033581,56,390,39009,312,45,106777.199222696,-85.89420144189596,30.741570241130987
nhdhr_63033725,NA,390,39004,314,43,393177.768160474,-85.71475121831087,30.498485839828223
nhdhr_63038025,NA,436,43600,315,45,59842.7221919652,-85.59040047111894,30.723841360604066
nhdhr_85830528,NA,390,39004,318,40,43240.8307011044,-85.20014174961845,30.09257487907944
nhdhr_85825970,124,390,39009,318,47,43441.0503111549,-85.13594099111162,30.976992598543525
nhdhr_132806735,NA,390,39004,110,69,20782196.0504131,-111.18804624846345,33.72389709012302
nhdhr_132788982,2047.3,390,39009,107,78,567747.945468329,-111.5183238599616,34.77873390799829
nhdhr_149143173,NA,390,39004,113,74,602510.911148412,-110.87353763951303,34.3101551606711
nhdhr_126241513,NA,390,39004,116,51,434736.9648022,-110.45413090613812,31.42726116603973
nhdhr_122507901,NA,436,43600,120,61,41175.2480773255,-109.96506218302102,32.707702243969685
nhdhr_142955250,NA,390,39004,121,62,49398.8539024927,-109.86274907557586,32.80568258337623
nhdhr_137045063,NA,390,39004,124,71,560902.057151831,-109.4203207262748,33.908601746910854
nhdhr_65717794,NA,390,39004,132,81,582847.83258594,-108.48265323630166,35.151386575507644
nhdhr_124658283,448,390,39009,85,75,75458331.8519023,-114.33086872078022,34.46415205340566
nhdhr_137045094,NA,390,39004,124,71,2033554.57628301,-109.42020899983405,33.88007381083029
nhdhr_132789340,1824.5,390,39011,100,75,85684.8687921064,-112.44939321447194,34.497742501999575
nhdhr_{02555EE1-2B2E-4744-9105-0513D005FCC0},NA,390,39011,102,66,105140.530023172,-112.13759598551324,33.37438398529022
nhdhr_139049810,NA,390,39004,104,68,41797.2991147563,-111.90757794486899,33.51182939795022
nhdhr_130877221,2168.4,390,39005,108,80,730273.42606215,-111.40311980868425,35.02014251288032
nhdhr_130877494,NA,436,43618,109,79,514817.061414793,-111.30545553860523,34.897522453586454
nhdhr_{9C46C466-02B6-46B9-8AE5-D6E7DB9D641F},NA,390,39004,110,78,129674.618194714,-111.23337905556835,34.797050666802555
nhdhr_126250845,3832,390,39009,111,51,166313.31283238,-111.08638966666237,31.404599678089514
nhdhr_141876249,NA,390,39004,111,75,222857.971969965,-111.00286216670646,34.399694584051055
nhdhr_149137698,NA,390,39004,119,73,681424.082335655,-110.00060941213489,34.189380949522274
nhdhr_149137830,NA,390,39004,120,73,51616.9969389625,-109.95188179977991,34.12639795656045
nhdhr_142955522,NA,390,39011,122,62,123445.709173383,-109.7038761539754,32.755839695076354
nhdhr_75994065,NA,390,39004,124,101,307552.537121363,-109.49804601781541,37.66662642549803
nhdhr_75994057,NA,390,39004,124,101,48444.667961664,-109.48871064022705,37.67070001263848
nhdhr_130180554,137.20000000000002,390,39009,87,74,4841643.21559249,-114.11711462066455,34.30083720638949
nhdhr_139049895,NA,390,39004,108,68,1820222.42394075,-111.43255981278257,33.541259662036424
nhdhr_136871691,1822.1000000000001,390,39009,125,74,5328886.2633038,-109.35987542455062,34.35588594487704
nhdhr_139838042,NA,390,39001,94,76,125457.87486616,-113.19075930417445,34.604125109131765
nhdhr_132789204,1573.4,390,39009,100,76,599336.251586891,-112.41791387556313,34.58882053126944
nhdhr_126479525,NA,390,39004,109,52,295204.946348324,-111.2516597868571,31.529814521755267
nhdhr_141876187,NA,390,39004,111,75,257870.491020152,-111.08807077713588,34.42556759274991
nhdhr_149143174,NA,390,39004,114,74,175276.492603483,-110.70098112472573,34.32973200504117
nhdhr_136254660,NA,390,39004,129,75,626529.138863467,-108.7686119407364,34.44951049613679
nhdhr_153299680,NA,390,39004,82,67,389478.976272563,-114.7210858184101,33.398800847864074
nhdhr_124649984,647,390,39009,82,83,111696175.788986,-114.64254840895711,35.45804101671388
nhdhr_141875511,NA,390,39004,110,78,1364618.05270205,-111.21091981583278,34.7877774203196
nhdhr_153299670,NA,390,39004,83,68,53089.7831003023,-114.55940838217836,33.51784450462959
nhdhr_153299650,NA,390,39004,83,68,149272.411416747,-114.53760541127133,33.58199203663202
nhdhr_141291680,NA,390,39004,100,76,189169.087244784,-112.38529741544238,34.51858151762669
nhdhr_123294670,NA,390,39004,102,82,151816.452783462,-112.21717136988508,35.25082179571934
nhdhr_123294689,NA,390,39005,102,81,320940.488734941,-112.1306712333629,35.21091914544857
nhdhr_132787901,NA,390,39004,103,80,98832.5868082158,-112.02861900453877,35.06667462312922
nhdhr_467691e4-7f6a-42b5-9ab4-2b552748c957,NA,390,39004,104,67,1265907.51559566,-111.9239803098474,33.43347334416182
nhdhr_149137799,NA,390,39004,120,73,483853.926218756,-109.98356963441744,34.15153197211491
nhdhr_136872168,NA,390,39004,124,72,551779.952898957,-109.43620727625273,34.03269417773552
nhdhr_136871853,NA,390,39004,125,73,357649.708499353,-109.30642780122754,34.15294846182965
nhdhr_130180580,337.1,390,39009,91,74,12402858.0148105,-113.56892801067345,34.27000724858911
nhdhr_139049819,NA,390,39004,107,68,2470647.79192673,-111.5252325066547,33.56933563417316
nhdhr_128551477,2112,390,39009,111,69,39637669.5141949,-111.08151049451651,33.67345085698514
nhdhr_123294673,NA,436,43619,102,81,52443.9091823664,-112.18504730087487,35.240541305200864
nhdhr_132787530,NA,390,39004,103,81,294825.067273377,-112.00940484492816,35.19873693189385
nhdhr_126260782,3765,390,39009,113,51,763039.598533615,-110.85938366458745,31.494994968920945
nhdhr_141875474,NA,390,39004,117,79,321024.124135144,-110.28429964989746,34.93555148613913
nhdhr_136871888,NA,390,39004,123,72,292335.08091902,-109.52852168226832,34.11579512028259
nhdhr_126679267,NA,390,39001,127,89,915025.1010838,-109.09427469372581,36.20722292128096
nhdhr_132789172,1566.7,390,39009,100,76,1138255.45954618,-112.4387659330452,34.60450269460254
nhdhr_141703688,NA,390,39004,106,72,7941294.56314065,-111.72681045771124,34.008522176866855
nhdhr_130877062,2068.7,390,39009,107,80,1041240.40902004,-111.57233342473938,35.10506367893513
nhdhr_120027977,1127.8,390,39009,109,96,268130470.276451,-111.27532112657634,37.059672337249886
nhdhr_153157381,NA,390,39004,95,64,923739.923887858,-113.02349914317118,33.083431577592386
nhdhr_141875518,NA,436,43600,110,78,381653.725065296,-111.23007527318515,34.78597388508532
nhdhr_149143103,NA,390,39004,112,74,247912.319929875,-110.94388691617658,34.33571088634242
nhdhr_136872398,NA,390,39004,123,71,178979.147342071,-109.50114015043116,33.94140315582972
nhdhr_136872127,NA,390,39004,124,72,325722.234566387,-109.44649374711729,34.03934636243758
nhdhr_75994109,NA,390,39004,124,101,896019.561778016,-109.4428917791723,37.668697449722515
nhdhr_139071356,NA,390,39004,127,70,568345.164603151,-109.09097593881697,33.83034318741303
nhdhr_153299910,NA,390,39004,84,63,1834345.1887757,-114.47574801628434,32.981366033959844
nhdhr_124658277,NA,390,39004,83,78,11035948.4764259,-114.51071250362666,34.78599187800801
nhdhr_122648503,1157,390,39009,84,89,550154186.649235,-114.42976642194479,36.17246946421227
nhdhr_141703715,NA,390,39004,107,70,8916952.06564956,-111.62280290819591,33.853274758373104
nhdhr_130877172,2077.2,390,39009,108,80,3341447.87394883,-111.49056929083464,35.059834803802545
nhdhr_141875977,NA,390,39004,110,76,994376.011387163,-111.19714593415091,34.54929837243719
nhdhr_132788215,NA,390,39004,100,78,56088.2365274848,-112.46243437257894,34.862588725791746
nhdhr_123294653,NA,390,39005,102,82,268631.151311308,-112.15505507545677,35.28522769953403
nhdhr_132788709,1015.6,390,39009,103,78,383088.983666668,-112.03922645735663,34.78151669569685
nhdhr_132787793,NA,390,39004,103,80,172074.995941943,-112.0133029429184,35.11660745855008
nhdhr_126241705,NA,390,39004,111,58,62910.9304967318,-111.03210706974775,32.284599080385284
nhdhr_112917535,NA,390,39004,113,57,57998.089344928,-110.81666377836663,32.18628023144678
nhdhr_149137486,NA,390,39004,119,74,545754.120548454,-110.0686193260582,34.27297569582256
nhdhr_142798119,1919,390,39009,122,75,345148.470743345,-109.62939241204651,34.442844416725315
nhdhr_136736091,1960.2,390,39009,123,85,1126986.37973973,-109.51847076711826,35.73758696108656
nhdhr_136872159,NA,390,39004,124,72,153712.52063676,-109.44303486742089,34.03133959488169
nhdhr_136872160,NA,390,39004,126,72,281214.822397731,-109.19029215491582,34.05358252122216
nhdhr_152740406,NA,390,39004,84,62,1369541.15898122,-114.4631302252999,32.82353386925498
nhdhr_141292783,477.6,390,39009,101,71,37207826.5361631,-112.27465882989993,33.89510319829185
nhdhr_139049847,NA,390,39004,109,68,8419395.32081231,-111.27563631718867,33.58798873229627
nhdhr_130877334,NA,390,39005,108,79,19839492.1560714,-111.45577965241964,34.94258942340276
nhdhr_78287070,1127.8,390,39009,114,97,47666249.3054159,-110.70432122231276,37.19976414244679
nhdhr_120027979,1127.8,390,39009,115,100,188170083.512869,-110.62395717700424,37.565515941591286
nhdhr_139050261,NA,390,39004,104,67,195165.247808946,-111.92000954414463,33.375281928940446
nhdhr_141703418,NA,390,39005,106,74,92582.0193736814,-111.66739936769613,34.36622019082859
nhdhr_141875476,1531.3,390,39009,117,79,919975.283551574,-110.28994668583633,34.933104387769276
nhdhr_126679128,2142.7,390,39009,126,90,1078815.58917754,-109.20317820516055,36.2762940236253
nhdhr_65717296,NA,390,39005,131,83,44530.2303410396,-108.51325116989561,35.377726108072714
nhdhr_99026F41-9176-4766-AE75-9EF2F72F929B,51.2,390,39009,247,61,60934088.1940522,-94.0210975167429,32.711967393319185
nhdhr_120032884,NA,390,39004,252,92,137512548.399019,-93.46839891345843,36.5770683922688
nhdhr_59179957,NA,390,39004,250,80,12049887.1245426,-93.70047048794859,35.099592229333624
nhdhr_144368637,NA,390,39004,259,81,4583898.42636524,-92.60079431251243,35.23949040995011
nhdhr_90312735,NA,390,39004,251,93,32399376.6989669,-93.50617965871217,36.682725335152455
nhdhr_156236234,NA,390,39004,264,59,440764.332206439,-91.87618190938055,32.40570864350099
nhdhr_{80bda2b5-9b34-4868-b888-1f6b93f030e9},NA,390,39004,270,63,6846693.80858807,-91.20972816435203,32.98596207963345
nhdhr_62054026,150.6,390,39009,273,97,6638032.64490267,-90.78348491340333,37.15809527775814
nhdhr_58613768,NA,390,39004,241,70,285541.918263244,-94.84244199585201,33.76145247823881
nhdhr_57262022,NA,390,39004,243,81,109066.705152921,-94.58827396001398,35.1538466711253
nhdhr_59176685,155.8,390,39009,252,81,332380.530284395,-93.4274219795945,35.15382415526465
nhdhr_{F4F18D4F-E035-4C06-87DF-F75B41285652},NA,390,39004,254,83,1523769.01986058,-93.19462043971677,35.378942936800286
nhdhr_127721161,63.1,390,39009,264,75,456491.68280577,-91.94210796607337,34.390151652429225
nhdhr_120032157,NA,390,39004,240,85,52392394.8768171,-94.97634469028185,35.688372514684424
nhdhr_127755427,NA,390,39004,267,72,808098.557884429,-91.56179879639394,34.117717424811296
nhdhr_105341319,NA,390,39004,262,90,76447393.4625062,-92.24445776416579,36.360903074041175
nhdhr_57259912,NA,390,39004,243,81,1014402.19672587,-94.62171078324842,35.200439845895595
nhdhr_64318664,NA,436,43600,244,87,344870.83829335,-94.41903005301701,35.998503683976615
nhdhr_{BF08196F-55BD-45A2-AFFE-C97F7BA623CE},NA,390,39011,257,75,307996.968089409,-92.81552466133729,34.47270199711017
nhdhr_127752415,106.7,390,39009,262,79,154460.215387288,-92.16403976284096,34.89455647294985
nhdhr_150055085,NA,390,39004,271,93,193625.163078,-91.05467761785266,36.638456315678894
nhdhr_143706551,70.4,390,39009,272,84,952561.618037366,-90.96295312048689,35.583256449761194
nhdhr_91244579,NA,390,39004,274,81,244973.922904718,-90.723485985887,35.1528308031372
nhdhr_54366433,300,390,39009,287,96,807740.393878847,-89.11826392433065,37.012679263463696
nhdhr_65913345,NA,390,39004,246,85,5317707.24207909,-94.12741249536863,35.68274022878397
nhdhr_61051781,61,390,39009,253,61,888565.9213343,-93.30572172466039,32.66743088240812
nhdhr_60819285,NA,390,39004,257,78,4752917.37501512,-92.86958831188993,34.80656273786116
nhdhr_127721535,56.7,390,39009,265,73,658048.877126255,-91.83532942999402,34.17053691110373
